Smile,id
C=C1[C@@H]([C@@H](O)C[C@H](C)[C@@H]2O[C@@]3(CCCCO3)CC[C@H]2C)O[C@@H]2CC[C@@]3(CC[C@H](/C=C/[C@@H](C)[C@@H]4CC(C)=C[C@@]5(O[C@H](C[C@@](C)(O)C(=O)OC/C(C)=C/C=C/CCO)CC[C@H]5O)O4)O3)O[C@H]2[C@@H]1O,LTS0121007
CC(C)=CCCC(C)=CCC12CC(CC=C(C)C)C(C)(C)C(CC=C(C)C)(C(=O)C(C(=O)c3cccc(O)c3)=C1O)C2=O,LTS0119872
Cc1c(CCO)c(C)c2c(c1OC1OC(CO)C(O)C(O)C1O)CC(C)(C)C2=O,LTS0049323
C#CC=CCC(Cl)C1CC=C(Cl)C=CC(CC)O1,LTS0047187
COc1c(C(C)C)cc2c(c1O)C=C1C=CC(=O)C(C)(C)C1CC2=O,LTS0107637
CC(C)=CCc1cc(Br)c(N)c2c1O[C@H]1N(C)CC[C@]21CC=C(C)C,LTS0265112
O=CC(O)C(O)C(CO)OC1OCC(O)C(O)C1O,LTS0120352
CC(=O)O[C@@H]1C[C@]2(O)[C@H](O)C[C@H]3[C@@H]4C[C@@H]5O[C@]6(CC[C@@H](C)CO6)[C@@H](C)[C@@H]5[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,LTS0127295
C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](C(=O)O)O[C@@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@]5(C)[C@@H]4CC=C4[C@@H]6CC(C)(C)CC[C@]6(C(=O)O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)CC[C@]45C)C3(C)C)[C@@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,LTS0103933
C=C(C)[C@@H]1CC=C2C(=CC[C@]3(C)[C@@H]([C@@H](CCC(=C)C(C)(C)O)C(=O)O)[C@H](O)C[C@@]23C)[C@@]1(C)CCC(=O)O,LTS0046718
COc1cc(C=CC(=O)O)ccc1OC1OC(CO)C(O)C(O)C1O,LTS0043392
O=c1c(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,LTS0118434
C[C@@H]1O[C@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@]4(C)[C@@H]3C=C[C@]35OC[C@@]6(CCC(C)(C)C[C@@H]63)[C@H](O)C[C@]54C)C2(C)C)[C@H](O[C@@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@H]2O[C@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,LTS0117139
COc1c(O)cc2c(c1OC)CN1CCC23C=CC(OC)CC13,LTS0043460
CC(C)CC(=O)O[C@H]1C[C@@](C)(O)[C@]23O[C@H]2[C@H]2O[C@@]2(C)[C@@H]3[C@H]2OC(=O)[C@@H](C)[C@H]12,LTS0046992
C=C1C[C@@]23C[C@@H]1CC[C@H]2[C@]12CCC[C@](C)(C(=O)OC1)[C@H]2[C@@H]3C(=O)O,LTS0046848
O=C(O)c1c(CC2NCCc3cc4c(cc32)OCO4)ccc(O)c1O,LTS0051561
COc1cc([C@@H]2c3cc4c(c(OC)c3[C@H](OC(C)=O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,LTS0118552
CN(C)C(=N)NCCC[C@H](N)C(=O)O,LTS0118428
CC#CC#CC#CC=CCCC(=O)CC,LTS0109746
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](O)C(C)=C1C2(C)C,LTS0023127
CC(=O)OC1CCC(C)=CC2OC(=O)C(C)C2(O)C(O)C2C(C)(C=O)CC(OC(C)=O)C12C,LTS0021700
CC1CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C(=O)O,LTS0090362
CC1(C)N[C@@H]2C(=O)c3c([nH]c4ccccc34)[C@]3(C)CC[C@H]1C[C@H]23,LTS0048669
CC1(C)C=Cc2c(ccc3c2OC[C@H](c2cc4c(cc2O)OCO4)C3)O1,LTS0040237
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCNC2,LTS0051706
CC/C=C(\OC)C(O)=N[C@@H](C)/C=C(C)/C=C(C)/C=C/C[C@H](C)[C@H]1OC(=O)[C@H](C)C[C@@H]1C,LTS0050744
CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1C[C@H]2O[C@]23C2=CC(=O)[C@@H]4CC(=O)CC[C@]4(C)[C@H]2CC[C@]13C,LTS0267655
CCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C(C(O)CC3(C)C2CCC2C4C(C)C(C)=CCC4(C)CCC23C)C1(C)C,LTS0043026
CC1OC(=O)c2c(ccc(O)c2O)C1O,LTS0048962
C/C=C(/C)C(=O)O[C@H]1[C@H](O)[C@@]2(CO)[C@@H](CC1(C)C)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@](C)(CO)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@H]2O,LTS0255249
CC1(C)C=Cc2c(cc(CO)c(C(=O)O)c2O)O1,LTS0047017
O=C(c1ccc(O)cc1O)[C@@H](O)Cc1ccc(O)cc1,LTS0246523
CCCCC[C@@H](C/C=C/CCC(O)=NC/C(=C/Cl)C1=C(C)CC[C@H](C)C1=O)OC,LTS0043118
Cc1cc(C(=O)O)c2c(=O)c3c(O)cc(O)cc3oc2c1,LTS0108388
CCCCCCCC/C=C\CCCCCCCc1cc(O)cc(O)c1C(=O)O,LTS0116678
CCCC(=O)c1c(O)c(CC=C(C)C)c(O)c2c([C@H](CC)OC(C)=O)cc(=O)oc12,LTS0230458
C=CC[C@@]12CC(=O)[C@H](O)[C@@](OC)([C@H](c3cc(OC)c4c(c3)OCO4)[C@H]1C)[C@H]2O,LTS0254935
C[C@H]1CO[C@@]2(O[C@H]3C[C@H]4[C@@H]5CC=C6C[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C)[C@@H](O)[C@@H]1O,LTS0040523
CCC(C)C(=O)O[C@H]1[C@H](O)C[C@@H]2[C@@](C)([C@@H]3C[C@H]4C=CO[C@H]4O3)[C@H](C)C[C@H](OC(C)=O)[C@@]2(COC(C)=O)[C@@]12CO2,LTS0110048
C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(=N)O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,LTS0124854
O=C(O)CCC(=O)O[C@@H]1C[C@@](OC(=O)/C=C/c2ccc(O)c(O)c2)(C(=O)O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H]1O,LTS0025550
C[C@]12O[C@H]1[C@@H](O)[C@]1(O)C=CO[C@@H](O[C@H]3O[C@H](COC(=O)/C=C/c4ccccc4)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]12,LTS0120073
CC(=O)/C=C/c1cc(O)c(O)c(Br)c1,LTS0262764
C=C1C(O)=NC(C)C(O)=NC(CCCNC(=N)N)C(O)=NC(C(=O)O)CC(O)=NC(CCCNC(=N)N)C(O)=NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(O)=NC(C(=O)O)CCC(=O)N1C,LTS0034870
CC1(C)C(=O)CC[C@]2(C)[C@H]3CC[C@H]4C[C@@]3(CC[C@@H]12)C[C@]4(O)CO,LTS0051703
COC(=O)C1=C2CC3CN4CCCC(C(O)C1)C24CC3C,LTS0051543
CC1CC(O)CC(=O)CC=CC(O)CC(=O)O1,LTS0120304
C=CC(C)(C)[C@]12C[C@@H]3C(O)=Nc4ccccc4C(=O)N3[C@H]1N(C=O)c1ccc(O)cc12,LTS0263284
C=C1C(=O)O[C@@H]2[C@@H]1[C@@H](OC(=O)/C(=C/C)COC(C)=O)C[C@@]1(C)CC[C@@H](OC(C)=O)[C@@H](COC(C)=O)[C@@H]2O1,LTS0258569
C=C(C)[C@H]1C[C@H](CC2=CC(=O)OC2)C(=O)O1,LTS0116258
C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)CCC)[C@]23[C@@H](O)O[C@@]4(CC[C@@H]5[C@@]6(C)CC[C@H](O[C@@H]7O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O)[C@@H]8O[C@@H]8O[C@@H](O)[C@H](O)[C@@H](O)[C@H]8O)[C@H]7O[C@@H]7C[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)C(C)(C)[C@@H]6CC[C@@]5(C)[C@]4(C)C[C@H]2O)[C@@H]3CC1(C)C,LTS0038384
CCC1C=C(C(O)=NC(C(=O)O)C(C)C)C2CCC(=O)C2C1,LTS0025548
C=CCC1C2CN3C4CCC(=CN=C(C)O)C(N14)C3(CC=C)C2,LTS0247768
CC(=O)O[C@H]1C[C@@H]2[C@@]3(C)C=CC(=O)C(C)(C)[C@@H]3C[C@@H](OC(C)=O)[C@@]2(C)C2=CC[C@@H](C3=CC(=O)OC3O)[C@@]21C,LTS0242284
CC1=C2CC3C(CC(C)C2CC1=O)OC(=O)C3C,LTS0120548
C=C(C(=O)O)C1CCC2(C)CC(O)CC(=C)C2C1,LTS0043181
C[C@H](N=C(O)[C@@H]1CSSC[C@@H]2N=C(O)[C@H](CCCCN)N=C(O)[C@H](CCCCN)N=C(O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)N=C(O)[C@@H]3CSSC[C@H](N=C(O)[C@H](CCCNC(=N)N)N=C(O)[C@H](CCC(=N)O)N=C(O)[C@@H]4C[C@@H](O)CN4C(=O)[C@H](CCCCN)N=C(O)[C@H](CSSC[C@H](N=C(O)[C@H](CC(=O)O)N=C(O)[C@@H](N)CCCNC(=N)N)C(O)=N3)N=C(O)[C@H](CCC(=N)O)N=C(O)[C@H](CCCNC(=N)N)N=C(O)[C@H](CC(=O)O)N=C(O)[C@H](CCCCN)N=C2O)C(O)=N1)C(=N)O,LTS0246649
CC(=O)OC[C@@](C)(O)C1=CC(=O)[C@H]([C@@]2(COC(C)=O)CC[C@@H]3O[C@@]32C)C1,LTS0034594
COc1cc2c(cc1OC)C13CC(O)C=CC1=CCN3CC2O,LTS0109703
CC(=O)OC1CC2(O)C3CCC4CC5OC6OC(C)CC(O)C6(O)OC5CC4(C=O)C3CCC2(C)C1C1=CC(=O)OC1,LTS0039124
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@@]23O[C@]2(C)C[C@@H](O)CC3(C)C)C(C)(C)CCC1,LTS0091117
CC1=CC(O)C(C)(C)C=CC(=O)C(C)=CCC1,LTS0046736
COc1c(O)c2c3c(c1OC)Oc1ccc(cc1)C[C@@H]1c4c(c(O)c(OC)c(OC)c4Oc4ccc(cc4)C[C@H]3N(C)CC2)CCN1C,LTS0040185
CCC(=O)[C@@H]1C[C@@H](C)[C@]2(CC[C@@]3(C)C4=C(CC[C@@]32C)[C@@]2(C)CC[C@H](O[C@@H]3O[C@H](CO[C@@H]5OC[C@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H]5O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]3O)[C@](C)(COC(C)=O)[C@@H]2CC4)O1,LTS0125676
N#CC(OC1C(CO)OC(O)C(O)C1O)c1ccccc1,LTS0048984
COC(=O)[C@@H]1[C@@H](/C(=C\C[C@H](O)C(C)(C)O)COC(C)=O)CC[C@@]2(C)C[C@]1(O)CC[C@@H]2O,LTS0039208
CC(=O)OC1C(O)CC2(C)C(CCC3(C)C2C(O)C=C2C4C(C)C(C)(O)CCC4(C)CCC23C)C1(C)C,LTS0051464
NC[C@@H](O)[C@@H](O)[C@H](N)C(O)=N[C@H](C(=O)O)[C@@H](O)[C@H]1CN2C(=O)C[C@@H]2O1,LTS0050890
NCCCCC(N=C(O)c1c(-[n+]2ccccc2)ccc(O)c1O)C(O)=NC(CO)C(=O)[O-],LTS0116806
CC1=CC[C@@H](O)[C@]2(C)CC[C@@H]3[C@H](OC(=O)[C@H]3CN3CCC[C@H]3C(=O)O)[C@@H]12,LTS0042759
CC1(C)OC(=O)C=CC2=CC3=C(CC[C@H]21)[C@]1(C)CCC([C@@H]2C[C@@H]4C[C@H]2OC(=O)[C@]4(C)O)[C@@]1(C)C[C@H]3O,LTS0118737
CCCCCCCCCC(=O)O[C@H]1[C@H](O[C@H]2[C@H](C)O[C@H]3O[C@@H]4[C@@H](O)[C@H](O)[C@@H](C)O[C@H]4O[C@@H](CCC)CCCCCCCCCC(=O)O[C@@H]3[C@@H]2O)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)[C@@H](C)CC)[C@@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,LTS0120074
CCCC(CCCCCCCC(O)CC(=O)OC)OC1OC(COC2OC(C)C(OC(=O)C(C)C(C)OC(=O)C(C)C(C)O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1OC1OC(C)C(OC2OC(C)C(O)C(O)C2O)C(O)C1OC(=O)C(C)CC,LTS0112563
CCC1C2C(C(C)c3c[nH]c4ccccc34)N=C(O)C23C(=O)C=CC(=O)C(=O)C(C)=CC(C)CC=CC3C2OC12C,LTS0254142
CC(=O)OC[C@@]12C(=O)[C@@H](OC(C)=O)[C@@H](C)[C@]3(C[C@@H](c4ccoc4)OC3=O)[C@H]1CCC[C@]21CO1,LTS0267617
C=CC1(C)CCC2=C(C1)C(O)CC1C(CO)=CC(=O)C(O)C21C,LTS0025235
O=C(O[C@@H]1[C@@H](O)[C@H](Oc2ccccc2COC(=O)[C@]2(O)C=CCCC2=O)O[C@H](CO)[C@H]1O)c1ccccc1,LTS0104101
CC(C)(O)C=CCC1(C)C(O)CCC2(C)C1CCC1Cc3c([nH]c4ccccc34)C12C,LTS0047716
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3,LTS0118235
CC[C@H](O[C@H]1C[C@@](C)(O)[C@H](O[C@H]2CC[C@H](OC(=O)[C@H](C)[C@H](O)c3ccc4c(c3)C(=O)C=C(C)C4=O)[C@@H](C)O2)[C@H](C)O1)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@H]1OC(=O)/C=C/[C@H](C)[C@H](O)C[C@H](O)CCC[C@@H](O)CC[C@@H](C)[C@H](O)C(=O)[C@]2(O)O[C@H](C[C@@H](O)C[C@H](O)C[C@H](O)CCC[C@H](O)[C@@H]3O[C@H]3[C@@H]1C)C[C@H](OS(=O)(=O)O)[C@H]2O,LTS0040545
C=C1C(=O)[C@]23C[C@H]1C[C@@H](O)[C@@H]2[C@]12CCC[C@@](C)(COC(C)=O)[C@H]1[C@H](O)[C@@]3(O)OC2,LTS0259602
C=C(CCC(C(=O)O)C1C(O)CC2(C)C3=C(CCC12C)C1(C)CCC(OC(=O)CC(C)(O)CC(=O)OC)C(C)(C)C1CC3)C(C)C,LTS0109256
C[C@@H](CC(=O)C[C@](C)(O)C1=C[C@@H](O)[C@@]2(C)[C@]34O[C@H]3C[C@H]3C(C)(C)[C@@H](O)[C@H](O)C[C@]3(C)C4=CC(=O)[C@]12C)C(=O)O,LTS0092416
C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@]5(C)[C@@H]4CC=C4[C@H]6CC(C)(C)CC[C@@]6(C(=O)O)CC[C@]45C)C3(C)C)OC[C@H](O)[C@@H]2O)[C@H](O)[C@H](O[C@@H]2OC[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H]1O,LTS0112553
CC=Cc1ccc(O)c2c1C(=O)C(C)(O)O2,LTS0256853
O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12,LTS0046466
COC(=O)CC[C@@H](C(=O)O)N(C)C(=O)c1cc2c([nH]c3ccccc32)c(C(C)=O)n1,LTS0047315
O[C@H]1[C@H](O)[C@@H](O)[C@@H]2OC[C@H]1O2,LTS0260469
CC(=O)C1=C(O)C(CC=C(C)C)(CC=C(C)C)C(=O)[C@@]2(C[C@H]3[C@@H](CC[C@@]3(C)O)[C@@](C)(O)C2)C1=O,LTS0255523
CC(=O)Oc1cc(OC(C)=O)c(Oc2cc(OC(C)=O)c(Oc3cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c3Oc3cc(OC(C)=O)c(Oc4cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c4)c(OC(C)=O)c3)c(OC(C)=O)c2)c(OC(C)=O)c1,LTS0125688
CC[C@H](C)[C@@H]1N=C(O)[C@@H](C(C)C)N=C(O)[C@@H](N=C(O)CC(O)CCCCCCCCCCCCNC(=N)N)[C@@H](C)OC(=O)[C@@H](C)N=C(O)[C@@H](CCC(=N)O)N=C(O)[C@@H]([C@@H](C)O)N=C1O,LTS0047495
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,LTS0112842
CC(=O)Oc1ccc2c(c1)oc1c3cc(C[C@H]4OC4(C)C)c(OC(C)=O)cc3oc(=O)c21,LTS0049519
CC[C@H]1C[C@H](C)[C@@]2(N=C1O)O[C@@H](C[C@H](O)[C@@H](C)CC/C=C/C=C(\C)[C@@H]1C/C=C/C=C/[C@H](O)[C@H](C)[C@H]3O[C@](C)(OC)CC[C@H]3C(O)=N[C@@H](C(C)C)C(O)=N[C@@H](Cc3cccc(O)c3)C(=O)N3CCCC(N3)C(=O)O1)[C@H](C)C=C2C,LTS0255512
C=C(CCCC(C)CCCC(C)CCCC(C)C)C(O)CO,LTS0023467
C/C=C1\C[C@H]2C(O)=Nc3c(OC)cccc3C(=O)N2C1,LTS0044027
C=C1C(=O)O[C@H]2[C@H]3C(C)=C[C@H](O)[C@H]3[C@@](O)(CCl)C[C@@H](O)[C@@H]12,LTS0255344
Oc1cc(O)c2c(c1)C[C@H](O)[C@@H](c1cc(O)c(O)c(O)c1)O2,LTS0103705
CC(=O)O[C@H](/C=C(\C)CC/C=C(\C)C(=O)CC=C(C)C)C/C(C)=C/Cc1cc(O)cc(C)c1O,LTS0264153
C[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)c(-c4ccc(O[C@@H]5O[C@H](CO[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)cc4)coc3c2)[C@H](O)[C@H](O)[C@H]1O,LTS0051582
O=C(O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c(-c4c(C(=O)O[C@@H]5O[C@@H]6COC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C@H]6[C@@H]6OC(=O)c7cc(O)c(O)c(O)c7-c7c(cc(O)c(O)c7O)C(=O)O[C@@H]56)cc(O)c(O)c4O)c3C(=O)O[C@@H]12)c1cc(O)c(O)c(O)c1,LTS0127341
O=C(/C=C/c1ccc(O)cc1)OCC1(O)COC(OCC2OC(OCCc3ccc(O)cc3)C(O)C(O)C2O)C1O,LTS0264030
CC1CCC2(C)CCC3(C(=O)O)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,LTS0047488
CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(=O)C(C)(O)CC)CCC3(C)C5C(OC(C)=O)C(OC(C)=O)C4C21O,LTS0120705
CC(=O)O[C@@H]1C[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@H]4[C@]5(CC[C@@H](C)[C@]4(C)OC5=O)CC[C@]23C)C(C)(C)[C@H]1O,LTS0229384
C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,LTS0112314
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,LTS0110068
C=C/C(C)=C\C=C\[C@](C)(CC/C=C(\C)CCC=C(C)C)OCC,LTS0121250
CCc1c(C)cc2cc3c(c(O)c2c1O)C(=O)[C@@](C)([C@@]1(C)C(=O)c2c(cc4cc(O)c5c(c4c2O)C[C@H](C)OC5=O)C(C)(C)C1=O)C(=O)C3(C)C,LTS0043520
COc1cc2c(c(-c3c(C)cc(OC)c(Cl)c3OC)c1)C(O)=C1C(=O)c3c(O)cc(O)cc3C(C)(C)C1(CC(C)=O)C2=O,LTS0117151
C=C1C[C@]23CC(=O)[C@@H]4[C@@]5(C)CCC[C@]46[C@@H]([C@H]2C[C@H]1C[C@]36O)N1CCO[C@H]15,LTS0257149
COc1cc([C@@H](O)CCO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2cc(-c3ccc4c(c3)OCO4)oc12,LTS0116651
C=C(C)C(=O)OC1CC(C)=CC(OC(C)=O)CC(C)=CC2OC(=O)C(COC(C)=O)=C21,LTS0248157
CC(C=O)=CCCC(C)=CCCC(C)=CCCC(C)=CCO,LTS0047350
CC1(C)CC[C@]2(C)CC[C@]3(C)[C@H]4CC=C5[C@@H](CCC(=O)C5(C)C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,LTS0112321
CC(C)c1ccc2c(c1)[C@H](O)C[C@H]1[C@@](C)(OO)CCC[C@]21C,LTS0125710
CC(=O)OC1(C)C(OC(=O)C2(C)OC2C)CCC2(C)CC(=O)C3(CC21)OC3(C)C,LTS0229131
CC(C)=CCC[C@](C)(O)[C@@]1(O)CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@@H](O)C(C)(C)[C@H]3CC[C@]12C,LTS0255247
CC12C=CC3(C1)C(O)CC1C(C)(C(=O)O)CCCC1(C)C3CC2,LTS0047431
C[C@@H](O)C1=CC(=O)CC1,LTS0034361
COc1c(O)cc2oc(-c3cc(O)cc(O)c3CC=C(C)C)cc2c1CC=C(C)CCC=C(C)C,LTS0117078
CC[C@H](C)[C@H](N=C(O)[C@H](O)[C@H](N)CCCCCCCCl)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(O)=N[C@@H](Cc1ccc(O)cc1)C(=O)O,LTS0039227
CC1=C[C@@H](c2ccc(O)c([C@H]3Oc4cc(O)ccc4C(=O)[C@@H]3O)c2)[C@H](C(=O)c2ccc3c(c2O)C=CC(C)(C)O3)[C@@H](c2ccc(O)cc2O)C1,LTS0112238
CC[C@H](C)[C@H](N=C(O)[C@H](C)N=C(O)C(C)(C)N=C(O)[C@H](CC(C)C)N=C(C)O)C(O)=NC(C)(C)C(=O)N1CCC[C@H]1C(O)=N[C@@H](CC(C)C)C(O)=N[C@@](C)(CC)C(O)=NCC(O)=N[C@H](C(O)=N[C@H](CO)CC(C)C)[C@@H](C)O,LTS0242907
C=CC(C)(O)CC[C@@]1(C)C2=C([C@H](OC(C)=O)[C@H](O)[C@H]1C)C(C)(C)CCC2,LTS0023353
C=C1C(=O)O[C@H]2[C@H]1CC[C@@](C)(CC=O)[C@@H]2C(=C)C,LTS0047281
CC/C=C\C/C=C\CC(O)C(/C=C/C(C/C=C\CCCC(=O)OC)OCC1OC(OCC(O)CO)C(O)C(O)C1O)OC(C/C=C\CCC)C(O)/C=C/C(O)CCCCC(=O)OC,LTS0125696
CC1OC(OC2C(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CCC(OC7OC(C(=O)O)C(O)C(O)C7O)C(C)(C)C6CCC5(C)C3(C)CC4)OCC(O)C2O)C(O)C(O)C1O,LTS0118583
CC1(C(=O)OC2OC(CO)C(O)C(O)C2O)CCCC2(C)C3CCC4CC3(CCC12)CC4(CO)OC1OC(CO)C(O)C(O)C1O,LTS0043271
COc1cc2c(c(O)c1OC)-c1c(cc(OC)c(OC)c1OC)C(OC(C)=O)C(C)C(C)C2OC(=O)c1ccccc1,LTS0120596
CC(=O)OC[C@]12[C@@H](CCC[C@@]13CO3)[C@](C)([C@H]1C[C@@H]3C=CO[C@@H]3O1)[C@@H](C)C[C@H]2OC(C)=O,LTS0118639
C/C=C(\C)C(=O)O[C@@H]1[C@]2(O)[C@@H](OC(=O)C(C)C)[C@@]34O[C@]5(C)O[C@@]3(CC[C@@](C)([C@@H](OC(C)=O)c3ccoc3)[C@H]4CC(=O)OC)[C@]34COC(=O)C[C@H]3[C@@]1(C)C[C@]24O5,LTS0021663
COc1cc2c(cc1O)C[C@H]1c3c(ccc(O)c3O2)CCN1C,LTS0125288
Cc1oc2cc3c(-c4c(O)cc(O)c5c(O)c6c(cc45)OC(C)C(C)C6=O)c(O)cc(O)c3c(O)c2c(=O)c1C,LTS0021847
CCCCCC=CCCC=CC(O)C(N=C(O)C(O)CCCCCCCCCCCCCCCCCCCCCCC)C(O)OC1OC(CO)C(O)C(O)C1O,LTS0040806
O=Cc1c(O)ccc2c1OC1c3ccc(O)cc3OCC21,LTS0090692
CC1=C(CO)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4[C@@H]5O[C@@H]5[C@@]5(O)CC=CC(=O)[C@]5(C)[C@H]4CC[C@@]32C)C1,LTS0038821
Cc1c(O)cc(CCc2ccccc2)cc1O,LTS0263685
CCCC=CCC=CCCCCCCCCCc1cc(O)ccc1O,LTS0047897
