Smile,id
CO[C@H]1C[C@H](O[C@H]2CC[C@@]3(C)C(=CC[C@]4(O)[C@@H]3C[C@@H](OC(=O)/C=C\c3ccccc3)[C@]3(C)[C@H](C(C)=O)CC[C@]43O)C2)O[C@H](C)[C@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@@H](OC)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,LTS0043246
CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC1(C)CCC(C(C)C(=O)O)OO1,LTS0263625
O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,LTS0254179
C[C@@H]1C(O)CCC2=CC[C@@H]3[C@@H](C3(C)C)[C@]21C,LTS0023348
CO[C@H]1C=C2[C@@H](CC[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]3O)C2(C)C)[C@]2(C)CC[C@]3(C)[C@@H]([C@H](C)C[C@H](C=C(C)C)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)CC[C@@]3(C)[C@H]12,LTS0120349
CC1=C2CC(O)C(C)C2C(O)C2(C)CCC3(C)CCC(C)(C)CC3C2CC1,LTS0021709
CC(=O)O[C@H]1CC[C@@]2(C)[C@@H]([C@H](O)C[C@H]3Cc4c([nH]c5ccccc45)[C@@]32C)[C@]1(C)CCC=C(C)C,LTS0242442
C/C1=C/CC/C(C)=C/CC[C@@]2(C)C=Cc3cc(O)c(cc3O2)C1,LTS0112928
COC(=O)/C=C/c1cc(O)ccc1OC,LTS0021751
CC1=C(C)C(=O)OC(C(C)C2CCC3C4CC5OC56C(O)C=CC(=O)C6(C)C4CCC23C)C1,LTS0251312
C=C1C(OC(C)=O)CC(OC(=O)c2cccnc2)C(C)(OC(C)=O)CC=CC(C)C(=O)C2(OC(C)=O)CC(C)(OC(=O)c3cccnc3)C(OC(C)=O)C2C1OC(C)=O,LTS0038672
CC(=O)O[C@H]1C[C@H](OC(C)=O)[C@]2(CO2)[C@H]2[C@H](OC(C)=O)[C@]3(O)C[C@H](O)C(C)=C([C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]12C)C3(C)C,LTS0230626
C/C=C1\[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OCCc1ccc(OO[C@@H]2O[C@H](COC(=O)C[C@@H]3C(C(=O)OC)=CO[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)/C3=C/C)[C@@H](O)[C@H](O)[C@H]2O)cc1,LTS0246797
CC1(C)CC2=C(C1)[C@](C)(O)C(=O)c1cocc1C2=O,LTS0043350
Cc1c(O)c(O)c(O)c2c1COC2,LTS0094724
CC1=CC(=O)O[C@H](C(C)(C)C)CCC[C@H](O)CCC[C@H](O)CCC[C@H](O)CCC[C@@H](O)C[C@@H](O)C[C@H](O)CCC[C@@H](O)CCC[C@@H](O)C[C@@H](O)CCCCC1,LTS0103964
CC(=O)OC1CC2C(OC(C)=O)C=C3CC(C)(C(OC(C)=O)CC3O)C(O)C(=O)C(=C1C)C2(C)C,LTS0257150
CC(=O)OCC1OC(OC2(COC(C)=O)OC(COC(C)=O)C(O)C2OC(=O)C=Cc2cccc(O)c2)C(OC(C)=O)C(O)C1O,LTS0251246
CC(=O)OC1CC2C(C)(C)C(=O)C=CC2(C)C2CCC3(C)C(=CCC3C3=CC(O)OC3=O)C12C,LTS0023254
CC[C@H](C)[C@@H]1N=C(O)[C@@H](CC(C)C)N=C(O)[C@@H]2CCCN2C(=O)C(N=C(O)[C@H](Cc2ccccc2)N(C)C(C)=O)COC(=O)[C@@H]2C[C@H](C)CN2C(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H]2C[C@@H](O)CN2C(=O)C(CO)N=C(O)[C@H](Cc2ccc(O)cc2)N=C1O,LTS0245583
COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)CC(C)(O)C(C)C2,LTS0047827
CCC(C)/C=C(/C)C1=Cc2cc3cc(OC)c(=O)oc3c(O)c2CO1,LTS0116102
COC(=O)C(Cc1ccc(O)c(O)c1)OC(=O)C=Cc1ccc(O)c(O)c1,LTS0047172
COC1CCC(=O)C2(C)C3CCC4(C)C(O)(CCC4(O)C(C)(O)C4CC(C)=C(C)C(=O)O4)C3CC3OC132,LTS0047233
C=C(C(=O)O[C@@H]1[C@@H](O)C(=C)[C@H](OC(C)=O)[C@H]2[C@@H](OC(=O)/C(C)=C\C)[C@@H](C)C[C@]2(O)C(=O)[C@](C)(O)/C=C/C(C)(C)[C@@H]1OC(C)=O)[C@H](C)OO,LTS0038197
COc1c(C=O)c(O)cc2c1CO[C@@H](C)C2,LTS0230931
C=C1C2CC3(C1O)C1CC4C5(C)CCC(O)C4(C1N(CC)C5)C3CC2O,LTS0042412
CC(=O)/C=C/[C@@]1(O)[C@H](C)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC1(C)C,LTS0104200
C=C1C(OC(=O)/C=C/c2ccccc2)CC[C@]2(C)C1C(OC(C)=O)[C@@H]1CC(=O)C(C)=C([C@@H](OC(C)=O)C2OC(C)=O)C1(C)C,LTS0126573
CC1=CC[C@H]2[C@](C)(C(=O)O)CCC[C@]2(C)[C@H]1CC[C@@H](C)CC(=O)O,LTS0246740
CC1=CC2Cc3ccoc3C(C)(C)C2CC1,LTS0023223
CC1(C)CCC(=O)C(C)(O)C12CC=C(C=O)CC2,LTS0034841
CCN1C[C@H]2[C@@H](O)C[C@@H](OC)[C@]34[C@H]2C[C@H]([C@H]13)[C@@]1(O)C[C@@H](OC)[C@H]2C[C@@H]4[C@@H]1[C@@H]2O,LTS0116554
CCC(=O)OCC1(C)C(OC(C)=O)CCC2(C)C1CC(OC(C)=O)C1(C)Oc3cc(-c4cccnc4)oc(=O)c3C(O)C21,LTS0127338
O=C(O)c1ccccc1O,LTS0116548
CC1=C(CO)C(=O)O[C@@H]([C@](C)(O)[C@H]2CC[C@H]3[C@@H]4[C@@H](O)CC5=CC=CC(=O)[C@]5(C)[C@H]4CC[C@@]32CO)C1,LTS0255561
C=C1C(=O)[C@@]23C(=O)[C@@H](OC(C)=O)[C@@H]4C(C)(C)CC[C@H](O)[C@@]4(C)[C@@H]2CC[C@@H]1[C@H]3O,LTS0092759
C=CC1(C)CCC2C(C)(CCC3C(C)(C)CC(=O)CC32C)O1,LTS0251196
CC(C)=CC[C@H]1C[C@]2(C(=O)c3ccccc3)C(=O)[C@@](CC=C(C)C)(C(=O)C3=C2O[C@H](C(C)(C)O)C3)C1(C)C,LTS0040142
C=C1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,LTS0040341
C=C1C(=O)OC2C=C(C)CCC=C(COC(C)=O)C(O)C(OC(=O)C(C)=CC)C12,LTS0118321
CC(C)C[C@@H]1N=C(O)[C@H](Cc2c[nH]c3ccccc23)N=C(O)CN=C(O)C(CC(=N)O)N=C(O)C(C(C)C)N=C(O)[C@@H](CC(C)C)N=C1O,LTS0255575
C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,LTS0017376
CC(C)C[C@@](O)(CC(=O)OCc1ccc(O)cc1)C(=O)OCc1ccc(O)cc1,LTS0042898
CCCCC/C=C/Cc1ccc2c(c1)OCO2,LTS0039298
COc1cc(O)c2c(c1)OC(c1ccc(O)cc1)C(C1C(=O)c3c(O)cc(O)cc3OC1c1ccc(O)cc1)C2=O,LTS0246685
CC1CCC2C13CCC1(C)OC2(C)C(NCCCCN(C)CCCN(C)C)C1C3,LTS0039032
O=C(/C=C/c1ccccc1O)OC(C(=O)O)C(O)C(=O)O,LTS0256581
C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)C[C@H](O)[C@@]2(C)CC[C@H]1C,LTS0049475
Cc1ccc(/C=C/C(O)=NCCc2ccccc2)cc1,LTS0228737
CC(O)CCCCCCCCCCCCCCCCCCCCCCCC(O)CCOC1OC(CO)C(O)C(O)C1O,LTS0251291
C=CC(C)(O)CC[C@@]1(C)C2=C([C@H](OC)[C@H](O)[C@H]1C)C(C)(C)CCC2,LTS0047847
CC12CCC3(C1)C(CC2=O)CC(OC(=O)c1ccccc1)C1C(CO)(C(=O)O)CCCC13C,LTS0128983
C=C1[C@H](OC(=O)/C(C)=C\C)[C@@H](OC(C)=O)[C@@H](OC(C)=O)C(C)(C)/C=C\[C@@](C)(O)C(=O)[C@@]2(O)C[C@H](C)[C@H](OC(=O)/C(C)=C\C)[C@@H]2[C@H]1O,LTS0254299
C=CCC1OC(=O)CCN=C(O)C(C)N(C)C(=O)C(C(C)CC)N(C)C(=O)C(C(C)CC)N=C(O)C2C(C)CCN2C1=O,LTS0118688
CC1OC(=O)C23CCC4C(CC=C5CC(N(C)C)CCC54C)C2CCC13,LTS0047268
CC1=C2C[C@@]34O[C@]3(C)C[C@@H]3O[C@@]34[C@H](C)C[C@@H]2OC1=O,LTS0022871
C[C@@H](CC[C@@]1(O)O[C@H]2C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2[C@@H]1C)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,LTS0118540
COc1cc(C2OCC3C(c4cc(OC)c(OC5OC(CO)C(O)C(O)C5O)c(OC)c4)OCC23)ccc1OC1OC(CO)C(O)C(O)C1O,LTS0257107
CCCCCCC[C@H](O)[C@H](C)C(=O)N1CCC[C@H]1C(O)=N[C@@H](C[C@H](C)C[C@H](O)CC(=O)CC)C(O)=N[C@@H](C)C(O)=NC(C)(C)C(O)=NC(C)(C)C(O)=N[C@H](C(O)=N[C@@H](C)C(O)=NC(C)(C)C(O)=NC(C)(C)C(O)=N[C@@H](C)CN(C)CCO)[C@@H](C)CC,LTS0040099
CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3,LTS0118276
COc1cccc2c1C(=O)C([C@@H](C)O)=C(CC(C)=O)C2=O,LTS0267785
CCCC[C@@H]1N[C@H](C)S[C@H](C)S1,LTS0120360
CC1(C)C=Cc2cc(OC3OC(CO)C(O)C3O)ccc2O1,LTS0040308
C=C[C@]1(C)CC=C2[C@@H](CC[C@@H]3C(C)(C)[C@H](OC(=N)O)CC[C@@]23C)C1,LTS0094854
CC(=O)O[C@H]1C[C@@H](O)C2=CC(=O)C(O)=C[C@]2(C)[C@H]1C,LTS0040067
CO[C@]1(CC[C@H](C)CO[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)O[C@H]2C[C@H]3[C@@H]4CC=C5C[C@H](O[C@H]6O[C@@H](CO[C@H]7O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]7O)[C@H](O)[C@@H](O)[C@@H]6O[C@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]6O)CC[C@@]5(C)[C@H]4CC[C@@]3(C)[C@H]2[C@@H]1C,LTS0040313
C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(=O)cc(-c5ccc(O)c(O)c5)oc4c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,LTS0120172
CC(=O)C1=CCC2C3=CCC4=CC(O)C(O)CC4(C)C3CC(O)C12C,LTS0047741
OC[C@H]1O[C@@H](Oc2c(O)cc(O)cc2/C=C/c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@H]1O,LTS0043245
COc1cc(-c2cc(=O)c3c(O)cc(OC(=O)C4OC(O)C(O)C(O)C4O)cc3o2)ccc1O,LTS0267783
C/C(=C\C=C\C=C\C=C\C=C\C(C)C(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)/C(C)=C/C(C)CCC/C=C/C(C)C/C=C/CCCN(C)C(=N)N)C(O)=NC1=C(O)CCC1=O,LTS0117260
CC(=O)O[C@@H]1C(=O)C(C)(C)C/C=C(/C)C(=O)[C@@]2(OC(C)=O)C[C@@H](C)[C@H](OC(=O)c3ccccc3)[C@@H]2/C=C(\C)[C@@H]1OC(C)=O,LTS0109328
COc1cc(OC)c(Oc2cc3c(cc2OC)-c2c(OC)c(OC)c(OC)c4c2[C@H](C3)N(C)CC4)cc1C[C@@H]1c2cc(OC)c(OC)c(O)c2CCN1C,LTS0117003
COC(=O)[C@@]1(C)C[C@@H]2[C@](C)(CC1=O)C[C@H](O)[C@]1(C)C3=CC=C4C(=CC(=O)C(O)=C4C)[C@]3(C)CC[C@@]21C,LTS0049097
C=C1C[C@@H](O)[C@H](O)[C@@]2(C)CC[C@H]([C@](C)(O)CO)C[C@H]12,LTS0256750
CC1Cc2c(Cl)cc(C(O)=NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,LTS0046856
CC(=O)OC1C(C)OC(OC(=O)C23CCC(C)(C)CC2C2=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C(=O)O)C5CCC4(C)C2(CO)CC3)C(OC2OC(C)C(OC3OCC(O)C(O)C3O)C(O)C2O)C1OC(C)=O,LTS0034918
CC1(C)Oc2c3c(nc4ccccc24)O[C@H]2[C@@H]3[C@@H]1CC[C@@]2(C)O,LTS0258619
CCCCCC[C@H]1CC[C@@H]2C=CC(=O)C[C@@]23CC[C@H](CCl)N13,LTS0034723
COC[C@@H]1OC(C)(C)[C@@H]2CC(=O)[C@]3(C)[C@H](CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@]543)[C@@]12C,LTS0124695
CC[C@H](C)C[C@H](C)C[C@@H](C)/C=C(/C=C(\C)[C@H](O)[C@@H](C)/C=C/[C@H](O)C/C=C/[C@H](O)C/C=C/[C@H]1C[C@@H](O)CC(=O)O1)CO,LTS0104221
COC1=CC(=O)c2c(cc3c(c2O)-c2c(OC)cc4cc5c(c(O)c4c2OC(=O)C[C@](C)(O)C3)C(=O)C[C@@](C)(O)C5)C1=O,LTS0108189
C[C@@H]1CC=C2[C@@]13C[C@@]1(O)O[C@H](OC[C@]2(C)[C@@]1(C)O)[C@@H]3O,LTS0259904
Cc1cc2c(c(C3=C(O)C(=O)c4c(O)ccc(O)c4C3=O)c1)C(=O)c1c(O)c3c(c(O)c1C2=O)C=CC(C)(C)O3,LTS0038583
C/C=C(\C)[C@H](O)[C@H](O)[C@H]1[C@@H](O)[C@H](O)[C@@H](C)CCCC[C@@H]2O[C@]2(C)[C@H]2[C@@H]3O[C@@H]3[C@H]3C[C@@H](C)C[C@@H](C)[C@H]3[C@@H]2C(=O)C2=C(O)CN1OC2=O,LTS0256998
COc1ccc2c(c1OC)Oc1c(O)ccc3ccnc(c13)C2=O,LTS0051098
CO[C@H]1[C@H](O[C@@H]2[C@@H](OS(=O)(=O)O)[C@H](O)CO[C@H]2OC[C@@H](C)[C@H](C)/C=C/[C@@H](C)[C@H]2C[C@@H](O)[C@H]3[C@]4(O)C[C@H](O)[C@H]5[C@@H](O)[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]32C)OC[C@@H](O)[C@@H]1O,LTS0049393
COC1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(COC8OC(CO)C(O)C(O)C8O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C2C1C,LTS0118352
CCCCCCCCCCCC(=O)C1=C(O)CC(CCC)OC1=O,LTS0247912
CC(C)CCCCCCCCCCCC(=O)OC(COC(=O)CC(C)C)COC(=O)CC(C)C,LTS0265649
CCCCC1=CC(=O)C(CC(=O)O)O1,LTS0118675
CC1(C)C(=O)CCC2(C)C3CCC4C5(CCC6C(C)(C)C(O)CCC46C)CC3(CCC12)CO5,LTS0094876
COC(=O)C1=CCCC2C1(C)CCC(C)C2(C)CCC1=CCOC1=O,LTS0109916
CC(=O)O[C@H]1C/C(C)=C/C[C@@H](O)/C(C)=C/[C@H]2OC(=O)[C@H](C)[C@H]12,LTS0021958
CCC(C)C(=O)C1C(OC)=C(C)C(=O)C1(OC)C(C)=O,LTS0254511
CC(C)[C@@H]1CC[C@@H](C)[C@]2(O)CCC(C=O)=C[C@@H]12,LTS0038596
C[C@H]1CCCC[C@H](CCCC(Br)Br)c2c(O)cc(cc2O)[C@H](OC(=N)O)[C@@H](C)CCCC[C@H](CCCC(Br)Br)c2c(O)cc(cc2O)[C@@H]1OC(=N)O,LTS0040407
CC1(C)CC[C@]23CO[C@@]4(CCC5[C@@]6(C)CCC(=O)C(C)(C)C6CC[C@@]5(C)[C@]4(C)CC2=O)C3C1,LTS0047128
COc1cc2c(O)c(c1)N=C(O)CC(OC)C=C/C=C\C=C/CC(OC(=O)C(C)N=C(O)C1CCCCC1)C(C)C(O)/C(C)=C\CC2,LTS0257011
C[C@H]([C@@H](CCC(C)(C)O)OP(=O)(O)O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,LTS0047235
COc1cccc2c1C(=O)[N+]1(C)[c-]3cc(C)cc4ccc(=O)c(c3-4)C21O,LTS0246887
CC1COC2(CC1OC1OC(CO)C(O)C(O)C1O)OC1CC3C4CC(O)C5(O)CC(O)C(OC6OC(CO)C(O)C(O)C6O)CC5(C)C4CCC3(C)C1C2C,LTS0256741
CC(=O)OC1CCC2(C)C(CC=C3C2CCC2(C)C(C(C)CCC=C(C)C)CCC32C)C1,LTS0116447
C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@H]4[C@@]5(C)C(CO)=CC(C)(C)[C@H]5CC[C@]43C)[C@H]2[C@]1(C)O,LTS0049399
CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@H]3[C@@H](OC)C[C@H](O[C@H]4[C@@H](OC)C[C@H](O[C@H]5CC[C@@]6(C)C(=CC[C@@H]7[C@@H]6C[C@@H](OC(C)=O)[C@]6(C)[C@](O)(C(C)=O)CC[C@]76O)C5)O[C@@H]4C)O[C@@H]3C)C[C@H]2OC)O[C@H](C)[C@H]1O[C@H]1C[C@@H](OC)[C@@H](O)[C@H](C)O1,LTS0020640
COC1(OC)CCC2(C)C(CCC3C2CCC2(C)C3CC(=O)C2(O)C(C)O)C1,LTS0118061
COc1ccc(-c2oc3c(CC=C(C)C)c(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(OC3OCC(O)C(O)C3O)C(O)C2O)cc1,LTS0117043
C=C1C(=O)OC2CC(=C)C3CC(O)C(=C)C3CC12,LTS0254351
O=C(OC[C@H]1O[C@@H](Oc2ccc(O)c(C(=O)O)c2)[C@H](O)[C@@H](O)[C@@H]1O)c1cc(O)c(O)c(O)c1,LTS0118611
COc1cc(C(=O)C(O)CO)ccc1O,LTS0260010
C=C(C(=O)O)[C@@H]1CC[C@@]2(C)CCC[C@@H]3CO[C@@]32C1,LTS0255404
CC[C@H](C)[C@H](NC(O)=N[C@@H]1CCCCN=C(O)[C@H](CC(C)C)N=C(O)[C@H](C)N(C)C(=O)[C@H](CCc2ccc(O)cc2)N=C(O)[C@H](C(C)C)N=C1O)C(=O)O,LTS0049457
C[C@]12CC[C@H](O)C[C@H]1CCC1C2CC[C@]2(C)C(C3=CC(=O)OC3)CC[C@]12O,LTS0040687
C[C@@H]1O[C@@H](O[C@@H]2[C@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@]5(C)[C@@H]4CC=C4[C@@H]6CC(C)(C)CC[C@@]6(C(=O)O)CC[C@]45C)[C@]3(C)CO)OC[C@H](O)[C@@H]2O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,LTS0118604
COc1cc(OC)c(OC)c(O)c1CCC(=O)c1ccccc1,LTS0107450
CC1CC(CO)CC(C)C(O)C(C#N)=CC=CCC(C2CCCC2C(=O)O)OC(=O)CC(O)C(C)C1,LTS0040830
COC1CC(OC2CCC3(C)C(=CCC4(O)C3CC(OC(=O)c3ccccc3O)C3(C)C(O)(C(C)=O)CCC43O)C2)OC(C)C1OC1CC(OC)C(OC2CC(OC)C(OC3OC(C)C(O)C(OC)C3O)C(C)O2)C(C)O1,LTS0049139
CCC(=O)OC1C2(OC(C)=O)C(OC(=O)[C@@]3(C)O[C@@H]3C)[C@@]3(C)CC2(O)[C@@](C)([C@H]3CC(=O)OC)[C@@]23OC4(C)O[C@@](CC(=O)OC)([C@](C)([C@H](OC(C)=O)c5ccoc5)CC2O)[C@@]13O4,LTS0017712
C[C@@](O)(CC(=O)O)CC(=O)OC[C@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](O)[C@@H]1O,LTS0248006
COC(=O)C(C)=CCC[C@@H](C)[C@H]1[C@@H](OC(C)=O)C[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)C=CC(=O)C(C)(C)[C@@H]1CC3,LTS0118489
C/C=C/SSCCC,LTS0108602
CN1C[C@H](c2cn(C)cn2)[C@@H]([C@H](O)c2ccccc2)C1=O,LTS0047216
CC(=O)O[C@H]1C[C@H](OC(C)=O)[C@@]2(C)[C@@H](OC(C)=O)[C@H](OC(C)=O)C3=C(C)[C@@H](O)C[C@@](O)([C@@H](OC(C)=O)[C@@H]2[C@]12CO2)C3(C)C,LTS0039343
CC=C(C)C=C(C)C=C(C)C=CC=CC=Cc1oc(=O)cc(OC)c1C,LTS0256783
COC(=O)[C@]12CC[C@@H](C)[C@H](C)[C@H]1C1=CC[C@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,LTS0017624
COC(=O)[C@@]12C(=O)C(C)=C(O)[C@]1(C)C(C)=C[C@H]1[C@]2(C)C[C@@H]2OC(=O)[C@]13CC[C@H](OC(C)=O)C(C)(C)C23,LTS0255633
CCCCCCCCCCC/C=C\CCCC/C=C/C=C/C(O)=N[C@@H](C)CC,LTS0267898
CC[C@]12CCCN3CCc4c(n(c5ccccc45)C[C@@H]1c1ccc4c(c1)[C@]15CCN6CCC[C@](CC)(CC[C@H]1N4)[C@@H]65)[C@H]32,LTS0125850
O=c1c2cc(O)c(OC3OC(CO)C(O)C(O)C3O)cc2oc2cc(O)cc(O)c12,LTS0260166
CC(=O)O[C@@H]1[C@@H](O)[C@H]2[C@@H](C[C@H](O)[C@@]3(O)C[C@@H](O)C[C@H](O)[C@]23C)[C@@H]2CC[C@H]([C@H](C)[C@H]3C[C@@]3(C)[C@@H](C)C(C)C)[C@]21C,LTS0254859
C=C1C[C@H](OC(=O)[C@]2(C)CO2)[C@H]2C(=C)C(=O)O[C@@H]2[C@@H]2[C@H]1C[C@H](OC(C)=O)[C@]21CO1,LTS0047014
