Smile,id
CCC1CCCC(CC)C(O)=NCCCC(C)C(OC2OC(C)C(O)C(N)C2O)CC1,LTS0258177
CO[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@H]3[C@@H](OC)C[C@H](O[C@H]4[C@@H](O)C[C@H](O[C@H]5CC[C@@]6(C)C(=CC[C@]7(O)[C@@H]6C[C@@H](O)[C@]6(C)[C@@H](C(C)=O)C[C@@H](O)[C@]76O)C5)O[C@@H]4C)O[C@@H]3C)C[C@H]2OC)O[C@H](C)[C@H]1O,LTS0254918
CC(=O)O/C1=C\Cc2c(C)coc2C/C(C)=C/CC1,LTS0042349
CCC1OC(=O)CC(c2ccc(O)cc2)N=C(O)C(Cc2c[nH]c3ccccc23)N(C)C(=O)C(C)N=C(O)C(C)CC(C)=CC1C,LTS0118178
CCCCCCCCC/C=C/CC/C=C/[C@@H](O)[C@H](COS(=O)(=O)O)N=C(O)[C@H](O)CCCCCCCCCCCCCC,LTS0230010
CC[C@H](C)[C@@H]1N=C(O)[C@@H](Cc2ccc(OC)cc2)N=C(O)[C@H](CCCCCC(=O)[C@@H]2CO2)N=C(O)[C@@H]2CCCN2C1=O,LTS0254226
COC(=O)Cc1cc(O)c(CC=C(C)CCC=C(C)CC(=O)C=C(C)C)cc1O,LTS0047272
C[C@H]1C(=O)O[C@@H]2OC(=O)[C@@H]3CCC([C@@]4(C)CCCC(C)(C)C4)=C1[C@H]23,LTS0089616
CC1=CC[C@@](C)([C@@]2(C)CC(=O)C=C2CO)CC1,LTS0253913
COc1c2c(cc3oc(C)cc(=O)c13)O[C@H](C(C)(C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C2,LTS0258722
C[C@H]1[C@H]2[C@H](O[C@]3(O)C(=O)C4=C(O)C(=O)[C@H]5[C@H](C5(C)C)[C@]4(C)[C@@H](C)[C@H]23)C(=O)C2=C(O)C(=O)[C@H]3[C@H](C3(C)C)[C@@]21C,LTS0020598
CCCCCC/C=C\[N+]([O-])=N\[C@@H](COC)[C@H](C)O,LTS0046232
C=CCC1=C[C@@]2(OC)[C@H](O)[C@@H](C1=O)[C@H](c1ccc3c(c1)OCO3)[C@H]2C,LTS0046110
COC(=O)C1=CO[C@@H]2OC3C[C@@H]1C2[C@H](C)O3,LTS0246102
COc1ccc(-c2cc(=O)c3c(O)c([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4O[C@H](C)[C@@H](O)[C@H](O)[C@@H]4O)c(OC)cc3o2)cc1,LTS0039488
COC(=O)[C@@]12C[C@H]3C[C@H]([C@H](C)O)[C@@H]1N(CCc1c2[nH]c2ccc(OC)cc12)C3,LTS0092040
C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC[C@H]1C,LTS0046658
CC1CCC2C(C3C(C)CCC13)C2(C)C,LTS0117825
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](OC(C)=O)[C@H]2OC(C)=O)cc(OC)c1O,LTS0115805
C=C1C[C@H](O)[C@H]2C(=C)C(=O)O[C@@H]2[C@H]2C(=C)[C@@H](O)C[C@@H]12,LTS0037543
C=C1C(=O)O[C@]23CC(C)(C)[C@H]4O[C@]42[C@H](C)CC[C@]13O,LTS0037735
Cn1cncc1CC(=O)O,LTS0109310
CC(C)CCC[C@@H](C)[C@H]1CC[C@@H](C2=CC(=O)C3=C[C@H](O)CC[C@]3(C)C2=O)[C@]1(C)CCO,LTS0229848
C[C@@H]1[C@H]2C3=CC[C@@H]4[C@]56CC[C@@](O)(OC5)C(C)(C)[C@@H]6CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)[C@H](O)C[C@H]1C,LTS0115630
CC1=CCC2C(C)(CCC3C(C)(C)CCCC32C)C1Cc1cc(C(=O)O)ccc1O,LTS0126266
C=C(C)C(O)Cc1c2c(c(O)c3c(=O)c(-c4ccc(O)cc4O)coc13)C=CC(C)(C)O2,LTS0042825
C=C1[C@]2(C)C[C@@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@@]1(C(=O)OC)C(=O)[C@H]2O,LTS0267097
CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H](C2[C@H]5O)N3[C@@H]1O,LTS0106656
CC1CCC2CCCCC2C1,LTS0020669
CCOC(=O)Cc1cc(O)cc(O)c1C(=O)/C=C/C=C/C[C@@H](C)O,LTS0042247
CC1=C[C@@]2(C)CCC[C@]23[C@@H](C)CC[C@]13CO,LTS0245591
CO[C@@H]1[C@@H](N)C[C@@H](O[C@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](C)[C@H](O)[C@@H](O)[C@H]3O)Oc3ccc(cc3)[C@@H](O)[C@@H](N=C(O)[C@@H](N)c3ccc(O)cc3)C(O)=N[C@@H](Cc3ccccc3)C(O)=N[C@H]4C(O)=N[C@@H]3C(O)=NC2C(O)=N[C@H](C(=O)O)c2cc(O)cc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c2-c2cc3ccc2O)O[C@H]1C,LTS0120673
CC(=O)CC[C@@H]1OC(=O)[C@@H]2[C@@H](C(C)C)CC[C@]12C,LTS0256149
C=C(CCC(C)C1CCC2=C3CCC4C(C)C(OC(=O)CCCCCCCCCCCCCCC)CCC4(C)C3CCC21C)C(C)C,LTS0259246
CC(C)=CCC[C@@]1(C)[C@@H](CC=C(C)C)C[C@]2(CC=C(C)C)C(=O)C(C(=O)c3ccc(O)c(O)c3)=C(O)[C@@]1(CC=C(C)C)C2=O,LTS0111284
C=C(CCC=C(C)C)CC[C@@H](COC(C)=O)/C(C)=C/CC=C(C)C,LTS0051034
CO[C@@H](C=O)[C@@H](O)[C@H](O)CO,LTS0115564
C/C(Cl)=C\C=C\C(Cl)=C/C=C/C=C/C=C/C=C/C(O)=C1/C(=O)[C@H](CC(=N)O)N([C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)C1=O,LTS0258376
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CC[C@@H](O)C(C)(C)O,LTS0128560
COc1cc(C(=O)O)cc(CC=C(C)C)c1O[C@@H]1O[C@H](CO)[C@@H](OC)[C@H](O)[C@H]1O,LTS0126292
CC(C)C1CCC2(C)C1=CCC1(C)C2CC(O)C2(C)C(=O)C3OC3(C)CCC12,LTS0117680
COCCc1c(C)cc2c(c1C)CC(C)(CO)C2OC,LTS0022324
CC(C)[C@@H]1CC[C@@](C)(O)[C@@H]2CC[C@H](C(=O)O)[C@@H]12,LTS0048589
CC1=C(C)C2C(Cc3c[nH]c4ccccc34)N=C(O)C23c2ccc([nH]2)C(=O)C(C)CC(C)CC=CC3C1O,LTS0258145
O=C(OC1CC2CCC(C1)N2)[C@H](CO)c1ccccc1,LTS0118138
C=C1COC(=O)C12CC1CCCC(C)C1(C)C2,LTS0024640
CC(C)=CC[C@]12C[C@@H]3[C@@H]4[C@@H](O)C(C)(C)[C@@H](C(C)(C)O)CC4(C1=O)C(=O)[C@](C(=O)c1ccccc1)(C2=O)C3(C)C,LTS0042767
CCC(CC(O)C(C)C1CCC2C3C=CC4=CC(O)CC(O)C4(C)C3CCC12C)C(C)C,LTS0266853
CCC(C)C=CC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C,LTS0115593
CCCc1cc(OC)cc(=O)o1,LTS0258062
C/C=C1\CN2CCC34C(=C(C(=O)OC)[C@H]1C(O)[C@H]23)Nc1ccccc14,LTS0126164
CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O,LTS0051684
CCC(C)CCC=CC=CC(O)=NCC(O)=NCC(O)=NC(C(O)=NC(Cc1ccc(O)cc1)C(O)=NC(C(O)=NC(CC(C)C)C(O)=NC(C(=N)O)C(O)C(=O)O)C(C)O)C(O)C(=O)O,LTS0046511
C=C1[C@@H]2C[C@H](OC(C)=O)[C@H]3[C@]4(C)[C@@H](OC(C)=O)C[C@H](O)[C@]5(C)C[C@](O)([C@H](OC(C)=O)[C@]3(C2)[C@@H]1OC(C)=O)[C@@H]45,LTS0046509
C=C(C)[C@@H]1Cc2c(cc(O)c(C(=O)[C@H](C)CC)c2O)O1,LTS0115795
CC(C)=CCC12CC3C(O)=NC(C(C)C)C(=O)N4CCCC4C(O)=NC(CC(=N)O)C(O)=NC(CCC(=O)O)C(O)=NC(CCCNC(=N)N)C(O)=NCC(O)=NC(Cc4ccc(O)cc4)C(O)=NCC(O)=NC(CC(C)C)C(=O)N3C1Nc1ccccc12,LTS0040295
C=C1[C@H](OC(C)=O)C[C@@H](OC(=O)c2cccnc2)C(C)(C)/C=C/[C@@H](C)C(=O)[C@@]2(OC(C)=O)C[C@H](C)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(C)=O,LTS0245392
CC1=C([C@H](C)[C@@H](C)OC=O)C(=O)C2=C(C1=O)[C@H]1O[C@H](C)[C@@H](C)c3c(C)c(O)cc(c31)O2,LTS0039817
C[C@H]([C@H]1NC[C@H](C)C[C@@H]1O)[C@H]1[C@H](O)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](N)CC[C@]4(C)[C@H]3CC[C@@]21C,LTS0046353
C=C(C)C=Cc1cccc2c(Cc3c(OC)nc(C)c(=O)n3O)c[nH]c12,LTS0120706
COCC=Cc1cc(O)c2c(c1)C(COC(C)=O)C(c1ccc(OC)c(OC)c1)O2,LTS0046350
C/C(=C/CC[C@H](C)[C@@H]1CC[C@]2(C)C3=C(C(=O)C[C@@]12C)[C@@]1(C)CC[C@@H](O)C(C)(C)[C@@H]1CC3=O)C(=O)O,LTS0117879
CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)C[C@H](O)[C@H](O)CC1=C(O)C3=O,LTS0048741
COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O[C@@H]2OC(C)[C@H](OC(C)=O)C(O[C@@H]3OC(COC(C)=O)[C@@H](O)[C@H](O)C3O)[C@@H]2O)cc1,LTS0046486
C=C1CCCc2c(C)ccc3c2[C@@](O)(C1)C(=O)C(C(C)C)=C3,LTS0038158
COC(C)(C)c1ccc2c(c1)CC[C@H]1C(C)(C)[C@@H](O)CC[C@]21C,LTS0020829
C=C1C(O)=N[C@H](C)C(O)=N[C@@H](CCCNC(=N)N)C(O)=N[C@@H](C(=O)O)CC(O)=N[C@@H](CCCNC(=N)N)C(O)=N[C@@H](/C=C/C(C)=C/[C@H](C)[C@@H](O)Cc2ccccc2)[C@H](C)C(O)=N[C@@H](C(=O)O)CCC(=O)N1C,LTS0046495
CC(=O)OC(C)CCC[C@@](C)(O)[C@@]1(O)C=C[C@@](C)(O)CC1,LTS0256200
CCCCCCCCCCCCC(=O)OC1CCC(N=C(O)C(OC)C(O)C(O)C(O)C=CC(C)C)C(O)=NC1,LTS0250644
CC=C(C)C(=O)Oc1cc2c(c(OC)c1OC)-c1c(cc(OC)c(OC)c1OC)C[C@](C)(O)[C@@H](C)C2,LTS0048607
COC(=O)c1ccc(O)c(C(C=C(C)C)c2c(OC)cc(O)c(C(=O)CCc3ccccc3)c2O)c1,LTS0041903
CCCCCCCCCCCCCCCCC1=C[C@@](C)(O)OC1=O,LTS0048881
C=C1C(=O)OC2C3OC(C)(CCC(O)C3COC(C)=O)CC(OC(=O)C(=CC)CO)C12,LTS0258188
COc1ccc(-c2cc(=O)c3c(OC)cc(O[C@@H]4O[C@H](CO[C@@H]5OC[C@@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@@H]4O)cc3o2)cc1OC,LTS0124289
C=C1C(=O)O[C@@H]2/C=C(/CO)[C@@H](OC(C)=O)C[C@H](O)/C(C)=C\[C@@H](OC(=O)/C(C)=C\C)[C@@H]12,LTS0264803
CC(C)CC(=O)OC1OC=C(CO)C2CC(OC(=O)C=Cc3ccc(O)cc3)C(O)(CO)C12,LTS0050827
COc1ccc2c(c1O)Oc1c(OC)ccc3c1C1=C2C(=O)[C@@]2(C[C@@H]4[C@@H]5Cc6ccc(OC)c7c6[C@]4(CCN5C)[C@@H]2O7)N1CC3,LTS0262666
C=C1CCC2(C(=O)OC3OC(COC4OC(COC(C)=O)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,LTS0046370
CCC[C@H](O)CC,LTS0042384
CC=C(C)C(=O)OCC1=CC(O)C(C(C)C)CC1=O,LTS0094417
CC[C@H](O)[C@H]1CC[C@@H]2O[C@@]34CCCN1[C@@H]2[C@H]3[C@H](C)C(=O)O4,LTS0048656
CC(=O)O[C@H]1[C@H](Oc2ccc(O)cc2C(=O)OCc2ccccc2)O[C@H](CO)[C@@H](O)[C@@H]1O,LTS0256227
COc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(Oc3ccc(-c4cc(=O)c5c(O)cc(O)cc5o4)cc3)c1)CC2=O,LTS0048744
CCC1=C(O)C(=O)c2cc(O)c(O)c(O)c2C1=O,LTS0115640
CCCCCCCCCCCCCCCCCCCCCCCCCC(O)CC(O)CCCCC,LTS0022494
CCC(=O)/C=C\C=C\C#Cc1cccs1,LTS0048707
C=C1C(=O)[C@]23C[C@H]1C[C@H](OC(C)=O)[C@H]2[C@]1(C)C[C@H](O)[C@H](OC(C)=O)C(C)(C)[C@H]1[C@H](O)C3,LTS0258267
COC(=O)C(O)CO,LTS0111194
C=C(O)N[C@@H]1[C@@H](O)O[C@@H](CO)[C@@H](O)[C@@H]1O,LTS0249728
CC[C@@H](C)C(=O)O[C@@H]1CC[C@]2(CO2)[C@]2(COC(C)=O)[C@@H](OC(C)=O)C[C@@H](C)[C@](C)(C[C@H](O)C3=CC(=O)OC3)[C@@H]12,LTS0259228
COc1cc2c3cc1Oc1c(O)c(OC)cc4c1[C@@H](Cc1ccc(O)c(c1)Oc1ccc(cc1)C[C@@H]3N(C)CC2)N(C)CC4,LTS0258099
COC(=O)C1C(O)OC(C)C2CN3CCC4(C(O)=Nc5ccccc54)C3CC21,LTS0040274
CO/C(=C/C(=N)O)[C@@H](C)[C@@H](/C=C/c1csc(-c2csc([C@H](C)/C=C\C=C\C(C)C)n2)n1)OC,LTS0107847
CC(=O)OCC1OC(OC(C)CCc2ccc(O)cc2)C(O)C(O)C1O,LTS0128551
COc1ccc(/C=C/C(=O)OC[C@@]2(O[C@H]3O[C@H](CO)[C@@H](OC(=O)/C=C/c4ccc(O)c(OC)c4)[C@H](O[C@@H]4O[C@H](COC(C)=O)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2OC(=O)c2ccccc2)cc1O,LTS0038598
CC1(C)Oc2cc(/C=C/c3ccccc3)cc(O)c2C[C@@H]1O,LTS0048484
C=CC(C)(O)CC[C@H]1C(=C)C(Br)C[C@@H](Br)C1(C)C,LTS0117841
COc1ccc(COC2OC(CO)C(O)C(O)C2O)cc1OC,LTS0247045
C[C@@H]1C(=O)O[C@@H]2CCN3CC[C@@H](COC(=O)[C@@](C)(O)[C@]1(C)O)[C@H]23,LTS0119832
C[C@@H]([C@H]1CC[C@@]2(C)[C@H]3CC[C@H]4CCCC[C@@]45C[C@@]35CC[C@]12C)N(C)C,LTS0046323
C=C1CC[C@H]2[C@](C)(O)CCC[C@]2(C)[C@H]1CC/C(C)=C/CO,LTS0092099
COc1cc2c(cc1O)[C@@H]1C[C@H](C[C@H]3CCCCN13)OC(=O)CCc1ccc(cc1)O2,LTS0037820
C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@@]12[C@@H](O)O[C@@H](OC)[C@@H]1C(C)(C)CC[C@@H]2OC3=O,LTS0039853
CCOC1CCC(=O)OC(c2ccccc2)C(O)C1O,LTS0048439
CO[C@H](C)[C@@H]1[C@H](C)C[C@@H]2[C@H]3C[C@H]4/C=C/C(O)=C5C(=O)[C@@H](N=C5O)[C@@H](O)CCN=C(O)/C=C\C[C@@H]4[C@H]3[C@H](O)[C@@H](O)[C@H]21,LTS0117976
CC(CCC(C)(O)C(C)(C)C)C1CCC2(C(=O)O)C3=C(CCC12C)C1(C)CCC(OC2OC(CO)C(O)C(OC4OC(CO)C(O)C(O)C4O)C2O)C(C)(C)C1CC3,LTS0106861
C=C(C)[C@H]1CCC2=C[C@H](C/C(C)=C\c3cc(C)c(o3)[C@H]1O)OC2=O,LTS0089779
CC(=O)N(C)[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](N(C)C)CC[C@]4(C)[C@H]3CC[C@@]21C,LTS0245176
C/C=C/C=C1/CCC2[N]CCC=C12,LTS0037888
COC1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C2C1C,LTS0267851
C=C(C)C12CC(C)C34OC(c5ccccc5)(OC1C3C(O)C(O)(CO)C(O)C1(O)C(OC(=O)C=CC=CCCCCC)C(C)CC14)O2,LTS0046255
Cc1c(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c2c1oc(=O)c1ccc(O)c(O)c12,LTS0254063
C=C[C@]1(C)CC[C@@]2(C)c3cc(O)c(O)c(C)c3C[C@H](O)[C@@H]2C1,LTS0115712
Cc1cc2c(c(C)c1CCO)C(=O)C(C)(CO)C2,LTS0039932
CNc1cccc2c1C(=O)C1C3C(O)=C(C(C)=N)C(=O)N3C(C)(C)C1C2,LTS0258797
C=C1C[C@@]23CC[C@H]4[C@@](C)(CC[C@@H](O)[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2C[C@@H](O)[C@@H]1C3,LTS0048919
Cc1cc(O)c2c3c(ccc2c1)C(=O)c1c(O[C@H]2C[C@@H](O)[C@H](O[C@H]4C[C@@H](O[C@H]5CC[C@H](O[C@H]6C[C@@H](O)[C@H](O[C@H]7C[C@@H](O)[C@H](O)[C@@H](C)O7)[C@@H](C)O6)[C@H](C)O5)[C@H](O)[C@@H](C)O4)[C@@H](C)O2)ccc(O)c1C3=O,LTS0020451
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,LTS0265245
CC=C1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)OCC1C(C)C(O)CC1C(C)CO,LTS0048636
CCN1C[C@]2(C)CC[C@H](OC(C)=O)[C@@]34[C@@H]5C[C@@H]6[C@@H](OC)C[C@@](O)([C@H]5[C@H]6OC(C)=O)[C@@H]([C@@H](OC(C)=O)[C@@H]32)[C@@H]14,LTS0119589
CCN1C[C@]23O[C@H]2C[C@H](O)[C@]24[C@H]1[C@](O)([C@@H](OC)[C@H]32)[C@@]1(OC)C[C@H](OC)[C@H]2C[C@@H]4[C@@H]1[C@H]2O,LTS0046558
CC1=C[C@@H]2C(=CC1)C(C)=CC[C@H]2C(C)C,LTS0116393
NC(C=CON=CO)C(=O)O,LTS0048604
Cc1cc(O)cc(O)c1C(=O)O[C@H]1[C@@H]2COC(CC(C)O)=CC2=CC(=O)[C@@]1(C)O,LTS0119941
COc1ccc2c3c(c(=O)oc2c1)C(C)(CCC=C(C)Cc1cc(C)co1)C(C)O3,LTS0038694
CC(O)=NNc1ccc(O)c(C=O)c1,LTS0091700
CC(C)=CC1C[C@](C)(O)C2C3CCC4[C@@]5(C)CC[C@H](OC6OC[C@H](O)[C@H](O[C@@H]7OC(CO)[C@H](O)[C@H](OC(=O)/C=C/c8ccc(O)cc8)C7O)[C@@H]6OC6O[C@H](CO)[C@H](O)[C@@H]6O)C(C)(C)C5CC[C@@]4(C)C34COC2(C4)O1,LTS0232273
CC(=O)OC1c2c(ccc3ccc(=O)oc23)OC(C)(C)C1OC(=O)C(C)(O)C(C)OC1OC(CO)C(O)C(O)C1O,LTS0256317
N=C(O)c1c[nH]c(Cc2ccccc2)cc1=O,LTS0256390
COc1ccc2c(c1CC=C(C)C)OC1c3ccc(O)cc3OCC21O,LTS0262711
COC(OC)c1cnc2c3c1CCC3Oc1ccc(O)cc1-2,LTS0109426
CC(=O)O[C@@H]1C[C@H]2O[C@@H]3C=C(C)C(=O)C[C@]3(C)[C@]1(C)[C@]21CO1,LTS0126365
C=C(C)[C@@H]1CC[C@H]2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](O)C(=C)[C@@H]5[C@H](O)[C@H](OC(=O)/C=C/c5ccc(O)c(O)c5)[C@@]4(C)[C@]3(C)CC[C@]12C,LTS0048618
C[C@@]1(O)[C@H]2O[C@@]3(O)O[C@@H]1[C@@H]1[C@@H](O)NC(=N)N[C@]1([C@@H]2O)[C@@H]3O,LTS0120004
C=C1C(=O)OC2C=C(CO)C3(OCC)CCC(C)(CC(OC(=O)C(C)=CC)C12)O3,LTS0265049
CC1(C)OC2c3ccc(O)cc3OCC2(Cc2ccc(O)cc2)O1,LTS0050716
COc1ccc2c(=O)cc(-c3ccc(OC)c(OC)c3OC)oc2c1,LTS0039948
CC(C)CCCCCCCCCCC1CC(O)=N[C@@H](CC(=O)O)C(O)=N[C@@H](Cc2ccc(O)cc2)C(O)=N[C@@H](CC(=N)O)C(O)=N[C@@H](CCC(=N)O)C(=O)N2CCC[C@H]2C(O)=N[C@@H](CC(=N)O)C(O)=N[C@@H](CO)C(O)=N1,LTS0117886
COc1ccc(-c2coc3c(OC)c(OCC4(O)COC(OCC5OC(O)C(O)C(O)C5O)C4O)ccc3c2=O)cc1,LTS0022636
COC(=O)/C(C)=C/C1C(O)OC2CC3(C)C4=C(CCC3(C)C2(O)C1C)C1(C)CCC(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)C(C)(C)C1CC4,LTS0089737
C=C1C(=O)OC2C=C(C)CCC=C(C(=O)OC)C(OC(C)=O)C(OC(=O)C(C)(O)C(C)OC(C)=O)C12,LTS0022425
C=CC(C)(O)CCC1=C(C)CCC2C(C)(COC(C)=O)CCCC12C,LTS0120038
COc1cc([C@H]2c3c(cc(OC)c(O)c3OC)C[C@@H]3COC[C@H]32)cc(OC)c1O,LTS0117815
CC1=C[C@H](O)[C@@]2(C(C)C)CC[C@](C)(O2)[C@@H](O)CCC(CO)=CCC1,LTS0126306
CC[C@H](C)[C@@H]1OC(=O)[C@@H](C)[C@@H](CC)N=C(O)[C@H](C)N(C)C(=O)C(C)(C)C(=O)C(C)N=C(O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)CN=C(O)[C@H](CC(C)C)N(C)C(=O)CN=C1O,LTS0126725
OCC=CC#CC#CC=CCOC1OC(CO)C(O)C(O)C1O,LTS0117674
CC1OC(OC2C(O)COC(OCC3OC(OC4C(OC(=O)C56CCC(C)(C)CC5C5=CCC7C8(C)CCC(O)C(C)(CO)C8CCC7(C)C5(C)CC6)OC(CO)C(O)C4O)C(O)C(O)C3O)C2O)C(O)C(O)C1OC1OCC(O)C(O)C1O,LTS0039939
CSSSSC,LTS0111253
CCC1=NC2C[C@@]3(C(=O)N(OC)c4ccccc43)[C@@H]3OCC2C1[C@@H]3O,LTS0256574
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O[C@@H]8OC[C@H](O)[C@H](O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)[C@H]8O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)C(C)(C)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,LTS0046701
C=C1CC[C@@H]2[C@](C)(CC[C@@H](C)[C@@]2(C)O)[C@H]1CC/C(C)=C/C(=O)O,LTS0037858
CC(=O)O[C@H]1[C@H](C)O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,LTS0124031
CC(O)=N[C@H]1[C@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3CC=C3[C@@H]5CC(C)(C)CC[C@]5(C(=O)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5OC[C@](O)(CO)[C@H]5O)[C@H](O)C[C@]34C)C2(C)C)O[C@H](CO[C@@H]2OC[C@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H]1O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,LTS0022868
CC[C@@H](C)C(=O)O[C@H]1[C@@H]2C[C@@H]3[C@H]1[C@](O)(C[C@@H]2OC)[C@@]1(O)[C@@H](OC)[C@@H]2[C@@]4(COC)CC[C@H](OC)[C@@]32[C@@H]1N(CC)C4,LTS0256114
CO[C@@H]1C(C(=O)O)=C(C)[C@@]23CC[C@@H](C)[C@@H]2CC[C@@]13C,LTS0109216
CC(C)[C@@H]1CC[C@H](C)[C@@H]2C=C(CO)[C@@H](O)[C@@H]3[C@H]1CC[C@@H](C)[C@@]32O,LTS0048680
C[C@H]1CN2C[C@@H]3CCC4=CCC[C@H]4[C@@]45CCC(=O)OC[C@@]34CC[C@@H]1[C@@H]25,LTS0256080
CCCCCCCC(=O)[C@H](C)C(=O)N(C)[C@H](Cc1ccc(OC)cc1)C(=O)N(C)[C@H](C(=N)O)C(C)C,LTS0232327
CC1=CC(=O)CC(C)(C)[C@@]1(O)CC(=O)/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C#CC1=C(C)C[C@@H](O)CC1(C)C,LTS0266828
CO[C@H]1C[C@]2(O)C(=CC3=C(C)C(=O)O[C@@H]3[C@H]2C(C)=O)[C@@]1(C)O,LTS0253801
C/C=C1\C[C@H]2C=Nc3c(ccc(OC)c3O)C(=O)N2C1,LTS0092170
CO[C@]12C[C@@]3(CCC4=C5C(=CC(=O)C(=C53)O1)CCN4C)CC[C@@H]2O,LTS0120799
CCC(C)CCCCCCCCCC(=O)N(C)C(CO)C(O)=NC(C)C(O)=NCC(=O)N(C)C1C(O)=NC(C)C(O)=NC(C(=O)O)Cc2ccc(O)c(c2)-c2cc1ccc2O,LTS0262689
