Name,Smile,CAS Number,Type,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Dipentene (Limonene),CC1=CCC(CC1)C(=C)C,138-86-3,Biofuel,3.97457483,0.767314815,3.97457483,0.767314815,0.485034492,136.238,120.11,136.1252005,56,0,-0.017096319,-0.099849371,0.099849371,0.017096319,1.7,2.4,2.8,14.16772644,9.860904676,2.112764569,-2.194708039,2.268533557,-2.043086249,5.092421184,0.540328057,2.495412227,162.8771238,7.560477932,6.983127663,6.983127663,4.698377303,4.009201922,4.009201922,3.368130306,3.368130306,2.334890912,2.334890912,1.412842425,1.412842425,-0.52,180.9125147,7.585485232,3.046280408,1.728509717,63.63869284,0,0,0,0,0,0,0,0,0,0,23.80116485,39.02784531,0,0,0,0,0,0,5.917906046,33.10993927,0,23.80116485,0,0,0,0,0,0,0,0,5.917906046,33.10993927,23.80116485,0,0,0,0,0,0,0,0,0,5.917906046,24.8355694,5.57310453,0,26.50243019,0,0,0,0,0,2.903935185,0.767314815,0,6.16587963,8.329537037,0,0.6,10,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3.3089,45.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Propadiene,C=C=C,463-49-0,Not biofuel,3.125,2.25,3.125,2.25,0.352895465,40.065,36.033,40.03130013,16,0,-0.057185643,-0.136560833,0.136560833,0.057185643,1.333333333,1.333333333,1.333333333,13.01150012,11.01149988,0.904433958,-1.097180434,1.155600125,-0.844400125,4.513500125,2.513499875,3.265986324,21.01955001,2.707106781,1.914213562,1.914213562,1.414213562,0.707106781,0.707106781,0.25,0.25,0,0,0,0,-0.48,2.754887502,2.52,1.52,1.52,20.08992919,0,0,0,0,0,0,0,0,0,5.731218591,13.15787137,0,0,0,0,0,0,0,0,0,0,18.88908996,0,0,0,0,0,0,0,0,0,0,18.88908996,0,0,0,0,0,0,0,0,0,0,0,0,0,18.88908996,0,0,0,0,0,2.25,0,0,0,6.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9573,14.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,2-Butadiene",CC=C=C,590-19-2,Not biofuel,3.298611111,1.763888889,3.298611111,1.763888889,0.366023452,54.092,48.044,54.04695019,22,0,-0.03934353,-0.133361395,0.133361395,0.03934353,2,2.25,2.25,13.31868787,10.70501994,1.241865151,-1.374244622,1.460055813,-1.153648181,4.668781365,1.781542817,3.108612297,38,3.414213562,2.78445705,2.78445705,1.914213562,1.219578794,1.219578794,0.49279928,0.49279928,0.204124145,0.204124145,0,0,-0.48,6.854752972,3.52,2.52,1.52,26.45487131,0,0,0,0,0,0,0,0,0,5.731218591,6.578935684,12.99975731,0,0,0,0,0,0,0,6.9237372,0,18.38617438,0,0,0,0,0,0,0,0,0,6.9237372,18.38617438,0,0,0,0,0,0,0,0,0,0,0,6.076020107,6.9237372,12.31015427,0,0,0,0,0,2.555555556,0,0,1.763888889,5.180555556,0,0.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3474,19.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Butadiene",C=CC=C,106-99-0,Biofuel,3.361111111,1.638888889,3.361111111,1.638888889,0.396333969,54.092,48.044,54.04695019,22,0,-0.070082308,-0.099086737,0.099086737,0.070082308,1,1.25,1.25,13.37805379,10.64557975,1.2909089,-1.441711418,1.522153786,-1.210320249,4.880053786,2.147579751,2.732050808,21.01955001,3.414213562,2.568914101,2.568914101,1.914213562,1.149829914,1.149829914,0.471404521,0.471404521,0.166666667,0.166666667,0,0,-0.52,6.854752972,3.48,2.48,1.48,26.45487131,0,0,0,0,0,0,0,0,0,0,25.30991158,0,0,0,0,0,0,0,0,0,0,25.30991158,0,0,0,0,0,0,0,0,0,0,25.30991158,0,0,0,0,0,0,0,0,0,0,0,12.15204021,0,13.15787137,0,0,0,0,0,0,0,0,3.277777778,6.722222222,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3584,20.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Methyl-1,2-butadiene",CC(=C=C)C,598-25-4,Not biofuel,3.398148148,1.143518519,3.398148148,1.143518519,0.379160166,68.119,60.055,68.06260026,28,0,-0.035146321,-0.13017018,0.13017018,0.035146321,1.6,1.8,1.8,13.63052998,10.39390725,1.570853515,-1.667222127,1.770664723,-1.465985246,4.868360439,1.412807966,3.599103572,60.10749561,4.28445705,3.707106781,3.707106781,2.27005561,1.603553391,1.603553391,1.176776695,1.176776695,0.353553391,0.353553391,0,0,-0.48,9.651484454,4.52,1.804090909,3.52,32.81981342,0,0,0,0,0,0,0,0,0,5.731218591,6.578935684,19.42057893,0,0,0,0,0,0,0,13.8474744,0,17.8832588,0,0,0,0,0,0,0,0,0,13.8474744,17.8832588,0,0,0,0,0,0,0,0,0,5.57310453,0,0,13.8474744,12.31015427,0,0,0,0,0,3.837962963,0,0,0,7.328703704,0,0.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7375,24.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Methyl-1,3-butadiene",CC(=C)C=C,78-79-5,Biofuel,3.555555556,1.018518519,3.555555556,1.018518519,0.410514682,68.119,60.055,68.06260026,28,0,-0.040383549,-0.098823107,0.098823107,0.040383549,1.8,2,2,13.66320111,10.36124246,1.589531291,-1.712739218,1.805477163,-1.496500045,5.054291013,1.578515975,3.204805418,51.05865003,4.28445705,3.491563832,3.491563832,2.27005561,1.550476816,1.550476816,1.050476816,1.050476816,0.348461713,0.348461713,0,0,-0.52,9.651484454,4.48,1.767356322,3.48,32.81981342,0,0,0,0,0,0,0,0,0,0,24.806996,6.9237372,0,0,0,0,0,0,0,6.9237372,0,24.806996,0,0,0,0,0,0,0,0,0,6.9237372,24.806996,0,0,0,0,0,0,0,0,0,5.57310453,0,6.076020107,6.9237372,13.15787137,0,0,0,0,0,1.018518519,0,0,1.722222222,8.925925926,0,0.2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7485,25.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,2-Pentadiene",CCC=C=C,591-95-7,Not biofuel,3.369861111,1.045138889,3.369861111,1.045138889,0.4104316,68.119,60.055,68.06260026,28,0,-0.030313656,-0.133080245,0.133080245,0.030313656,2,2.6,2.6,13.55079678,10.47351009,1.48948889,-1.589202396,1.688762618,-1.3885922,4.717522775,1.22910319,2.93396865,47.05865003,4.121320344,3.491563832,3.491563832,2.414213562,1.757583597,1.757583597,0.816496581,0.816496581,0.348461713,0.348461713,0.144337567,0.144337567,-0.48,11.2451125,4.52,3.52,3.52,32.81981342,0,0,0,0,0,0,0,0,0,5.731218591,13.50267288,12.49684173,0,0,0,0,0,0,0,13.34455882,0,18.38617438,0,0,0,0,0,0,0,0,0,13.34455882,18.38617438,0,0,0,0,0,0,0,0,0,6.420821623,0,0,6.076020107,19.23389147,0,0,0,0,0,2.642361111,0,0,2.934027778,5.423611111,0,0.4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7375,24.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Pentadiene",CC=CC=C,504-60-9,Biofuel,3.463611111,1.75,3.463611111,1.75,0.410514682,68.119,60.055,68.06260026,28,0,-0.046678658,-0.099077127,0.099077127,0.046678658,1.6,2.2,2.2,13.49852948,10.52611232,1.415173615,-1.557408865,1.641391231,-1.331044624,4.939198526,1.743142602,2.924418198,42,4.121320344,3.439157589,3.439157589,2.414213562,1.652265226,1.652265226,0.761485683,0.761485683,0.328532853,0.328532853,0.136082763,0.136082763,-0.52,11.2451125,4.48,3.48,3.48,32.81981342,0,0,0,0,0,0,0,0,0,0,24.806996,6.9237372,0,0,0,0,0,0,0,6.9237372,0,24.806996,0,0,0,0,0,0,0,0,0,6.9237372,24.806996,0,0,0,0,0,0,0,0,0,0,0,6.076020107,19.07577741,6.578935684,0,0,0,0,0,0,0,0,5.576388889,5.423611111,0,0.2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7485,25.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,4-Pentadiene",C=CCC=C,591-93-5,Not biofuel,3.479166667,0.916666667,3.479166667,0.916666667,0.432312892,68.119,60.055,68.06260026,28,0,-0.017454168,-0.102770943,0.102770943,0.017454168,1.2,1.6,1.6,13.59375319,10.43057959,1.522057057,-1.642256771,1.733470911,-1.429733195,4.785534449,1.423213472,2.653163075,29.30296891,4.121320344,3.276020882,3.276020882,2.414213562,1.632993162,1.632993162,0.81305253,0.81305253,0.333333333,0.333333333,0.11785113,0.11785113,-0.52,11.2451125,4.48,3.48,3.48,32.81981342,0,0,0,0,0,0,0,0,0,13.15787137,12.15204021,6.420821623,0,0,0,0,0,0,0,6.420821623,0,25.30991158,0,0,0,0,0,0,0,0,0,6.420821623,25.30991158,0,0,0,0,0,0,0,0,0,6.420821623,0,0,12.15204021,13.15787137,0,0,0,0,0,0,0,0,4.541666667,6.958333333,0,0.2,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.7485,25.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,3-Pentadiene",CC=C=CC,591-96-8,Not biofuel,2.861111111,1.875,2.861111111,1.875,0.379160166,68.119,60.055,68.06260026,28,0,-0.039333298,-0.130162129,0.130162129,0.039333298,1.2,1.6,1.6,13.42737836,10.59753635,1.351977529,-1.479609087,1.568736109,-1.261126986,4.760587385,1.706318801,3.262678828,48.4385619,4.121320344,3.654700538,3.654700538,2.414213562,1.732050808,1.732050808,0.744016936,0.744016936,0.333333333,0.333333333,0.166666667,0.166666667,-0.48,11.2451125,4.52,3.52,3.52,32.81981342,0,0,0,0,0,0,0,0,0,5.731218591,0,25.99951461,0,0,0,0,0,0,0,13.8474744,0,17.8832588,0,0,0,0,0,0,0,0,0,13.8474744,17.8832588,0,0,0,0,0,0,0,0,0,0,0,0,25.99951461,5.731218591,0,0,0,0,0,2.861111111,0,0,3.75,3.888888889,0,0.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7375,24.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Cyclopentadiene",C1C=CC=C1,542-92-7,Biofuel,2.125,1.138888889,2.125,1.138888889,0.401712908,66.103,60.055,66.04695019,26,0,-0.016293379,-0.080750362,0.080750362,0.016293379,1,1.6,1.8,13.7867319,10.49458425,1.716745977,-1.568184441,1.928016675,-1.36623524,5.11478208,1.450644334,2.609648109,58.10749561,3.535533906,3.016507858,3.016507858,2.5,1.816496581,1.816496581,1.092006961,1.092006961,0.655442165,0.655442165,0.392837101,0.392837101,-0.52,22.88643539,2.703214286,1.066415816,0.37979273,31.81398227,0,0,0,0,0,0,0,0,0,0,24.30408043,6.420821623,0,0,0,0,0,0,0,6.420821623,0,24.30408043,0,0,0,0,0,0,0,0,0,6.420821623,24.30408043,0,0,0,0,0,0,0,0,0,6.420821623,0,0,0,24.30408043,0,0,0,0,0,0,0,0,9.5,0,0,0.2,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.5025,22.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,3-Dimethyl-1,3-butadiene",CC(=C)C(=C)C,513-81-5,Not biofuel,3.655092593,1.064814815,3.655092593,1.064814815,0.42498877,82.146,72.066,82.07825032,34,0,-0.040121057,-0.095870095,0.095870095,0.040121057,1,1.166666667,1.166666667,13.83606507,10.18910375,1.768337083,-1.878847201,1.977890224,-1.669086488,5.186852457,1.38506597,3.567703455,66.03910002,5.154700538,4.414213562,4.414213562,2.64273441,1.957106781,1.957106781,1.560660172,1.560660172,0.728553391,0.728553391,0,0,-0.52,13.60964047,5.48,1.806655656,1.767356322,39.18475554,0,0,0,0,0,0,0,0,0,0,24.30408043,13.8474744,0,0,0,0,0,0,0,13.8474744,0,24.30408043,0,0,0,0,0,0,0,0,0,13.8474744,24.30408043,0,0,0,0,0,0,0,0,0,11.14620906,0,0,13.8474744,13.15787137,0,0,0,0,0,2.12962963,0,0,0,11.2037037,0,0.333333333,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.1386,29.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Methyl-1,2-Pentadiene",CCC(=C=C)C,7417-48-3,Not biofuel,3.469398148,1.072916667,3.469398148,1.072916667,0.424937906,82.146,72.066,82.07825032,34,0,-0.02754472,-0.129888417,0.129888417,0.02754472,1.833333333,2.333333333,2.333333333,13.76760757,10.25743677,1.713704842,-1.797478681,1.90622784,-1.603983571,4.912817551,1.105834408,3.517510114,74.03910002,4.991563832,4.414213562,4.414213562,2.808060412,2.164213562,2.164213562,1.310660172,1.310660172,0.832106781,0.832106781,0.125,0.125,-0.48,19.80026906,5.52,2.741238938,1.804090909,39.18475554,0,0,0,0,0,0,0,0,0,5.731218591,13.50267288,18.91766335,0,0,0,0,0,0,0,20.26829602,0,17.8832588,0,0,0,0,0,0,0,0,0,20.26829602,17.8832588,0,0,0,0,0,0,0,0,0,6.420821623,5.57310453,0,6.9237372,19.23389147,0,0,0,0,0,4.012731481,0,0,1.072916667,7.581018519,0,0.5,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.1276,28.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,2-Hexadiene",CCCC=C=C,592-44-9,Not biofuel,3.417638889,1.114583333,3.417638889,1.114583333,0.447501985,82.146,72.066,82.07825032,34,0,-0.027719426,-0.133069838,0.133069838,0.027719426,1.833333333,2.5,2.666666667,13.69331569,10.33161368,1.635152111,-1.72725848,1.829304445,-1.532462044,4.733642082,0.960103556,2.856006745,56.4385619,4.828427125,4.198670613,4.198670613,2.914213562,2.257583597,2.257583597,1.196923425,1.196923425,0.577350269,0.577350269,0.24639964,0.24639964,-0.48,20.98630086,5.52,4.52,3.52,39.18475554,0,0,0,0,0,0,0,0,0,5.731218591,19.92349451,12.49684173,0,0,0,0,0,0,0,19.76538045,0,18.38617438,0,0,0,0,0,0,0,0,0,19.76538045,18.38617438,0,0,0,0,0,0,0,0,0,6.420821623,6.420821623,0,6.076020107,19.23389147,0,0,0,0,0,2.693611111,0,0,4.255972222,5.550416667,0,0.5,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.1276,28.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,5-Hexadiene",C=CCCC=C,592-42-7,Not biofuel,3.550416667,1.059027778,3.550416667,1.059027778,0.361191602,82.146,72.066,82.07825032,34,0,-0.031876741,-0.103071831,0.103071831,0.031876741,1,1.333333333,1.5,13.72037083,10.30467681,1.655321196,-1.761368043,1.857561008,-1.558176871,4.73743295,1.059324289,2.655904918,36,4.828427125,3.983127663,3.983127663,2.914213562,2.132993162,2.132993162,1.154700538,1.154700538,0.574914957,0.574914957,0.23570226,0.23570226,-0.52,20.98630086,5.48,4.48,3.48,39.18475554,0,0,0,0,0,0,0,0,0,13.15787137,12.15204021,12.84164325,0,0,0,0,0,0,0,12.84164325,0,25.30991158,0,0,0,0,0,0,0,0,0,12.84164325,25.30991158,0,0,0,0,0,0,0,0,0,12.84164325,0,0,12.15204021,13.15787137,0,0,0,0,0,0,0,0,5.899166667,7.100833333,0,0.333333333,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2.1386,29.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2,3-Hexadiene",CCC=C=CC,592-49-4,Not biofuel,2.947916667,1.087638889,2.947916667,1.087638889,0.424937906,82.146,72.066,82.07825032,34,0,-0.030303425,-0.12988098,0.12988098,0.030303425,1.666666667,2.333333333,2.5,13.57934903,10.44598454,1.51591845,-1.618955254,1.717993227,-1.41545104,4.791367174,1.227302184,3.181471589,64.10749561,4.828427125,4.36180732,4.36180732,2.914213562,2.27005561,2.27005561,1.067714237,1.067714237,0.488641942,0.488641942,0.23570226,0.23570226,-0.48,20.98630086,5.52,4.52,3.52,39.18475554,0,0,0,0,0,0,0,0,0,5.731218591,6.9237372,25.49659904,0,0,0,0,0,0,0,20.26829602,0,17.8832588,0,0,0,0,0,0,0,0,0,20.26829602,17.8832588,0,0,0,0,0,0,0,0,0,6.420821623,0,0,19.07577741,12.65495579,0,0,0,0,0,2.947916667,0,0,4.993888889,4.058194444,0,0.5,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.1276,28.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4-Hexadiene",CC=CC=CC,592-46-1,Biofuel,2,2,2,2,0.42498877,82.146,72.066,82.07825032,34,0,-0.046678496,-0.087672304,0.087672304,0.046678496,0.833333333,1.166666667,1.333333333,13.56519228,10.46040935,1.483335297,-1.621589488,1.707799632,-1.396994716,4.984303634,1.686022764,3.07121265,48.4385619,4.828427125,4.309401077,4.309401077,2.914213562,2.154700538,2.154700538,1.051566846,1.051566846,0.496011291,0.496011291,0.222222222,0.222222222,-0.52,20.98630086,5.48,4.48,3.48,39.18475554,0,0,0,0,0,0,0,0,0,0,24.30408043,13.8474744,0,0,0,0,0,0,0,13.8474744,0,24.30408043,0,0,0,0,0,0,0,0,0,13.8474744,24.30408043,0,0,0,0,0,0,0,0,0,0,0,0,38.15155483,0,0,0,0,0,0,0,0,0,8,4,0,0.333333333,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.1386,29.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Cyclohexadiene",C1CC=CC=C1,592-57-4,Biofuel,2.180555556,1.232638889,2.180555556,1.232638889,0.416546486,80.13,72.066,80.06260026,32,0,-0.031275172,-0.084240196,0.084240196,0.031275172,0.833333333,1.333333333,1.5,13.83677686,10.18910375,1.770264863,-1.878115516,1.975858502,-1.671877236,5.065699632,1.036238619,2.462498011,66.03910002,4.242640687,3.723614639,3.723614639,3,2.316496581,2.316496581,1.433654969,1.433654969,0.883276638,0.883276638,0.54203502,0.54203502,-0.52,34.39946188,3.662481752,1.806655656,0.712724173,38.17892438,0,0,0,0,0,0,0,0,0,0,24.30408043,12.84164325,0,0,0,0,0,0,0,12.84164325,0,24.30408043,0,0,0,0,0,0,0,0,0,12.84164325,24.30408043,0,0,0,0,0,0,0,0,0,0,12.84164325,0,0,24.30408043,0,0,0,0,0,0,0,0,11,0,0,0.333333333,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.8926,27.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
